caseId,n,slice,intent,case,semanticQueryIsFallback,semanticQuery,verdict,expectedReask,outcome,causeAxes,blockingAxes,expansionReason,latencyMs,unionVerdict,unionOutcome,unionMappedLegCount,unionCategoryExpanded,unionFiltersCategory,unionExpansionReason,unionBlockingAxes,unionStageLatencyMs,unionStageError
buy-under-0001,0,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,8114,True,hit,0,False,,,,3381,
buy-under-0001,1,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,2035,True,hit,0,False,,,,2,
buy-under-0001,2,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,1930,True,hit,0,False,,,,2,
buy-under-0001,3,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,4740,True,hit,0,False,,,,1971,
buy-under-0001,4,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,2090,True,hit,0,False,,,,1,
buy-under-0001,5,constraint_budget_set,recommend,2,False,5만원 이내로 세트,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,6017,False,miss,1,False,스킨케어 > 스킨케어 세트,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,2373,
buy-under-0001,6,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,2245,True,hit,0,False,,,,389,
buy-under-0001,7,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,2302,True,hit,0,False,,,,1,
buy-under-0002,0,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,no_legs,6749,False,miss,2,False,욕실용품 > 수건/타월,no_legs,categoryLegs;filters.category,3689,
buy-under-0002,1,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,no_legs,3875,False,miss,3,False,커피/생수/음료 > 커피,no_legs,categoryLegs;filters.category,1604,
buy-under-0002,2,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,no_legs,4836,False,miss,3,False,홈패브릭/수예 > 쿠션,no_legs,categoryLegs;filters.category,2205,
buy-under-0002,3,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,no_legs,4403,False,miss,1,False,청소용품 > 휴지통,no_legs,categoryLegs;filters.category,1981,
buy-under-0002,4,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,no_legs,5439,False,miss,1,False,스킨케어 > 팩/마스크,no_legs,categoryLegs;filters.category,3374,
buy-under-0002,5,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,no_legs,6683,False,miss,8,True,,no_legs,categoryLegs,2710,
buy-under-0002,6,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,no_legs,30861,False,miss,8,True,,no_legs,categoryLegs,28327,
buy-under-0002,7,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,no_legs,11022,False,miss,2,False,주방잡화 > 냄비/컵/수저받침,no_legs,categoryLegs;filters.category,8862,
buy-under-0003,0,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,6754,True,hit,0,False,,,,3386,
buy-under-0003,1,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,2180,True,hit,0,False,,,,2,
buy-under-0003,2,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,2515,True,hit,0,False,,,,393,
buy-under-0003,3,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,False,True,miss,filters.attrConditions,filters.attrConditions,,4018,False,miss,0,False,,,filters.attrConditions,1756,
buy-under-0003,4,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,2261,True,hit,0,False,,,,1,
buy-under-0003,5,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,4254,True,hit,0,False,,,,2111,
buy-under-0003,6,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,3827,True,hit,0,False,,,,1590,
buy-under-0003,7,constraint_price,recommend,2,False,5만원 이하 아무거나,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,2639,False,miss,0,False,,,semanticQueryIsFallback,1,
buy-under-0004,0,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,no_legs,8766,False,correctReject,1,False,음향가전 > 이어폰,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,5065,
buy-under-0004,1,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,2680,False,correctReject,1,False,음향가전 > 이어폰,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,561,
buy-under-0004,2,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,4412,False,correctReject,1,False,음향가전 > 이어폰,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,2045,
buy-under-0004,3,what_axis,recommend,3,False,이어폰,False,False,correctReject,,,no_legs,6122,False,correctReject,2,False,휴대폰 액세서리 > 케이스,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,4043,
buy-under-0004,4,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,3826,False,correctReject,1,False,음향가전 > 이어폰,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,1631,
buy-under-0004,5,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,no_legs,4532,False,correctReject,1,False,음향가전 > 이어폰,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,1708,
buy-under-0004,6,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,5084,False,correctReject,1,False,음향가전 > 이어폰,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,2826,
buy-under-0004,7,what_axis,recommend,3,False,이어폰,False,False,correctReject,,,no_legs,36136,False,correctReject,1,False,음향가전 > 이어폰,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,8947,
buy-under-0005,0,what_axis,recommend,3,False,삼성 제품,False,False,correctReject,,,,6942,False,correctReject,1,False,냉장고 > 일반형 냉장고,mapping_failed,categoryLegs;categoryQueries;filters.brand;filters.category;semanticQueryIsFallback,4692,
buy-under-0005,1,what_axis,recommend,3,False,삼성 제품,False,False,correctReject,,,,34798,False,correctReject,3,False,음향가전 > 이어폰,mapping_failed,categoryLegs;categoryQueries;filters.brand;filters.category;semanticQueryIsFallback,31841,
buy-under-0005,2,what_axis,recommend,3,False,삼성 제품,False,False,correctReject,,,,5949,False,correctReject,1,False,노트북 > 삼성전자,mapping_failed,categoryLegs;categoryQueries;filters.brand;filters.category;semanticQueryIsFallback,3855,
buy-under-0005,3,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,2514,False,correctReject,8,True,,,categoryLegs;categoryQueries;filters.brand;semanticQueryIsFallback,379,
buy-under-0005,4,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,3977,False,correctReject,8,True,,,categoryLegs;categoryQueries;filters.brand;semanticQueryIsFallback,360,
buy-under-0005,5,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,2728,False,correctReject,8,True,,,categoryLegs;categoryQueries;filters.brand;semanticQueryIsFallback,377,
buy-under-0005,6,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,2442,False,correctReject,0,False,,,filters.brand;semanticQueryIsFallback,1,
buy-under-0005,7,what_axis,recommend,2,True,삼성 제품 아무거나,True,False,falseAlarm,filters.brand,,,1797,True,falseAlarm,0,False,,,,2,
buy-under-0006,0,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,6612,False,correctReject,0,False,,,,2710,
buy-under-0006,1,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,34798,False,correctReject,0,False,,,,9059,
buy-under-0006,2,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,5949,False,correctReject,0,False,,,,3797,
buy-under-0006,3,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,2520,False,correctReject,0,False,,,,10,
buy-under-0006,4,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,2445,False,correctReject,0,False,,,semanticQueryIsFallback,1,
buy-under-0006,5,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,2241,False,correctReject,0,False,,,,1,
buy-under-0006,6,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,2013,False,correctReject,0,False,,,,246,
buy-under-0006,7,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,2371,False,correctReject,0,False,,,,2,
buy-under-0007,0,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,4253,False,correctReject,0,False,,,filters.rating_min,2273,
buy-under-0007,1,blocking_rating,recommend,2,False,평점 높은 상품,False,False,correctReject,,,,2512,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,18,
buy-under-0007,2,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,2022,False,correctReject,0,False,,,filters.rating_min,1,
buy-under-0007,3,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,1954,False,correctReject,0,False,,,filters.rating_min,39,
buy-under-0007,4,blocking_rating,recommend,2,False,평점 4 이상 아무거나,False,False,correctReject,,,,1974,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
buy-under-0007,5,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,2043,False,correctReject,0,False,,,filters.rating_min,2,
buy-under-0007,6,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,1823,False,correctReject,0,False,,,filters.rating_min,2,
buy-under-0007,7,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,2225,False,correctReject,0,False,,,filters.rating_min,2,
under-br-0001,0,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,2409,False,correctReject,0,False,,,filters.rating_min,1,
under-br-0001,1,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,2434,False,correctReject,0,False,,,filters.rating_min,1,
under-br-0001,2,blocking_rating,recommend,2,False,별점 4.5 이상,False,False,correctReject,,,,2136,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,2,
under-br-0001,3,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,2063,False,correctReject,0,False,,,filters.rating_min,1,
under-br-0001,4,blocking_rating,recommend,2,False,별점 4.5 이상인 거,False,False,correctReject,,,,2678,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,2,
under-br-0001,5,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,2154,False,correctReject,0,False,,,filters.rating_min,2,
under-br-0001,6,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,2855,False,correctReject,0,False,,,filters.rating_min,2,
under-br-0001,7,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,3365,False,correctReject,0,False,,,filters.rating_min,1,
under-br-0002,0,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,1983,False,correctReject,0,False,,,filters.rating_min,1,
under-br-0002,1,blocking_rating,recommend,2,False,평점 4점대 이상,False,False,correctReject,,,,3153,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0002,2,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,4311,False,correctReject,0,False,,,filters.rating_min,2,
under-br-0002,3,blocking_rating,recommend,2,False,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,28180,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1380,
under-br-0002,4,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,7705,False,correctReject,0,False,,,filters.rating_min,1012,
under-br-0002,5,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,4942,False,correctReject,0,False,,,filters.rating_min,1694,
under-br-0002,6,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,3910,False,correctReject,0,False,,,filters.rating_min,1494,
under-br-0002,7,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,2181,False,correctReject,0,False,,,filters.rating_min,1,
under-br-0003,0,blocking_rating,recommend,2,False,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,2033,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,1,
under-br-0003,1,blocking_rating,recommend,2,False,리뷰 평점이 4 이상인 상품,False,False,correctReject,,,,3573,False,correctReject,8,True,,,categoryLegs;categoryQueries;filters.rating_min;semanticQueryIsFallback,439,
under-br-0003,2,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,30153,False,correctReject,0,False,,,filters.rating_min,3294,
under-br-0003,3,blocking_rating,recommend,2,False,4점 이상 상품,False,False,correctReject,,,,7705,False,correctReject,0,False,,,filters.rating_min;semanticQueryIsFallback,2027,
under-br-0003,4,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,4940,False,correctReject,0,False,,,filters.rating_min,1746,
under-br-0003,5,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,1898,False,correctReject,0,False,,,filters.rating_min,2,
under-br-0003,6,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,2023,False,correctReject,0,False,,,filters.rating_min,161,
