caseId,n,slice,intent,case,semanticQueryIsFallback,semanticQuery,verdict,expectedReask,outcome,causeAxes,blockingAxes,expansionReason,latencyMs,unionVerdict,unionOutcome,unionMappedLegCount,unionCategoryExpanded,unionFiltersCategory,unionExpansionReason,unionBlockingAxes,unionStageLatencyMs,unionStageError
buy-under-0001,0,constraint_budget_set,recommend,2,False,세트 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,8111,False,miss,0,False,,,semanticQueryIsFallback,2674,
buy-under-0001,1,constraint_budget_set,recommend,2,False,세트 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,5263,False,miss,0,False,,,semanticQueryIsFallback,1786,
buy-under-0001,2,constraint_budget_set,recommend,2,False,세트 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,5519,False,miss,0,False,,,semanticQueryIsFallback,1795,
buy-under-0001,3,constraint_budget_set,recommend,2,False,구성품이 여러 개 포함된 세트 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,4391,False,miss,0,False,,,semanticQueryIsFallback,94,
buy-under-0001,4,constraint_budget_set,recommend,2,False,세트 상품,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,6803,False,miss,8,True,,,categoryLegs;categoryQueries;semanticQueryIsFallback,3350,
buy-under-0001,5,constraint_budget_set,recommend,2,False,다양한 구성의 세트 상품,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,5380,False,miss,1,False,스킨케어 > 스킨케어 세트,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,1493,
buy-under-0001,6,constraint_budget_set,recommend,2,False,세트 상품,False,True,miss,multiple,filters.keyword;semanticQueryIsFallback,,3343,False,miss,0,False,,,filters.keyword;semanticQueryIsFallback,1,
buy-under-0001,7,constraint_budget_set,recommend,2,False,구성 상품 세트,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,30403,False,miss,1,False,스킨케어 > 스킨케어 세트,,categoryLegs;categoryQueries;filters.category;semanticQueryIsFallback,3848,
buy-under-0002,0,no_condition,recommend,3,False,다양한 인기 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,7335,False,miss,8,True,,no_legs,categoryLegs;semanticQueryIsFallback,3469,
buy-under-0002,1,no_condition,recommend,3,False,추천할 만한 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,5266,False,miss,1,False,문구/사무용품 > 문구용품,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,2679,
buy-under-0002,2,no_condition,recommend,3,False,다양한 인기 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,5076,False,miss,1,False,커피/생수/음료 > 커피,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,2220,
buy-under-0002,3,no_condition,recommend,3,False,추천 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,4833,False,miss,8,True,,no_legs,categoryLegs;semanticQueryIsFallback,1621,
buy-under-0002,4,no_condition,recommend,3,False,다양한 상품 추천,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,4769,False,miss,1,False,수납가구 > 수납선반,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,2461,
buy-under-0002,5,no_condition,recommend,3,False,다양한 인기 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,5279,False,miss,1,False,컴퓨터 주변기기 > 마우스,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,2210,
buy-under-0002,6,no_condition,recommend,3,False,다양한 추천 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,4901,False,miss,1,False,주방잡화 > 냄비/컵/수저받침,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,1565,
buy-under-0002,7,no_condition,recommend,3,False,추천 상품,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,no_legs,24275,False,miss,1,False,이미용가전 > 헤어드라이어,no_legs,categoryLegs;filters.category;semanticQueryIsFallback,21732,
buy-under-0003,0,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,7338,True,hit,0,False,,,,3179,
buy-under-0003,1,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,2392,True,hit,0,False,,,,1,
buy-under-0003,2,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,3267,True,hit,0,False,,,,1534,
buy-under-0003,3,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,1714,True,hit,0,False,,,,1,
