caseId,n,slice,intent,case,semanticQueryIsFallback,semanticQuery,verdict,expectedReask,outcome,causeAxes,blockingAxes,attrConditionsSuppressedAxes,expansionReason,latencyMs
buy-under-0001,0,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,,2979
buy-under-0001,1,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,,1868
buy-under-0001,2,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,,2370
buy-under-0001,3,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,,1768
buy-under-0001,4,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,,1849
buy-under-0001,5,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,,1816
buy-under-0001,6,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,,1833
buy-under-0001,7,constraint_budget_set,recommend,2,True,5만원 이내로 아무거나 세트로 추천해줘,True,True,hit,,,,,2037
buy-under-0002,0,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,,no_legs,2036
buy-under-0002,1,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,,no_legs,2061
buy-under-0002,2,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,,no_legs,1602
buy-under-0002,3,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,,no_legs,2205
buy-under-0002,4,no_condition,recommend,2,True,아무거나 추천해줘,True,True,hit,,,,,2023
buy-under-0002,5,no_condition,recommend,3,False,무엇을 살지,False,True,miss,multiple,categoryQueries;semanticQueryIsFallback,,,1965
buy-under-0002,6,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,,no_legs,1984
buy-under-0002,7,no_condition,recommend,3,True,아무거나 추천해줘,True,True,hit,,,,no_legs,1915
buy-under-0003,0,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,,2269
buy-under-0003,1,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,,2273
buy-under-0003,2,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,,2602
buy-under-0003,3,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,,2055
buy-under-0003,4,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,,1851
buy-under-0003,5,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,,3071
buy-under-0003,6,constraint_price,recommend,2,True,5만원 이하로 아무거나 추천해줘,True,True,hit,,,,,2326
buy-under-0003,7,constraint_price,recommend,2,False,5만원 이하,False,True,miss,semanticQueryIsFallback,semanticQueryIsFallback,,,2107
buy-under-0004,0,what_axis,recommend,2,False,무선 이어폰,False,False,correctReject,,,,,1934
buy-under-0004,1,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,no_legs,1793
buy-under-0004,2,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,no_legs,1880
buy-under-0004,3,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,,2329
buy-under-0004,4,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,no_legs,1705
buy-under-0004,5,what_axis,recommend,3,False,이어폰,False,False,correctReject,,,,,2201
buy-under-0004,6,what_axis,recommend,1,False,무선 이어폰,False,False,correctReject,,,,,3178
buy-under-0004,7,what_axis,recommend,3,False,무선 이어폰,False,False,correctReject,,,,,2159
buy-under-0005,0,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,,2734
buy-under-0005,1,what_axis,recommend,1,False,삼성 제품,False,False,correctReject,,,,,2034
buy-under-0005,2,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,,6866
buy-under-0005,3,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,,38563
buy-under-0005,4,what_axis,recommend,2,False,삼성,False,False,correctReject,,,,,2930
buy-under-0005,5,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,,2156
buy-under-0005,6,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,,1791
buy-under-0005,7,what_axis,recommend,2,False,삼성 제품,False,False,correctReject,,,,,1724
buy-under-0006,0,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,,2841
buy-under-0006,1,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,,2022
buy-under-0006,2,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,,2234
buy-under-0006,3,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,,38558
buy-under-0006,4,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,,2382
buy-under-0006,5,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,,1778
buy-under-0006,6,multiturn_gate,recommend,2,True,그중에 5만원 이하,False,False,correctReject,,,,,1685
buy-under-0006,7,multiturn_gate,recommend,2,False,5만원 이하,False,False,correctReject,,,,,2116
buy-under-0007,0,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,,2227
buy-under-0007,1,blocking_rating,recommend,2,False,평점이 높은 상품,False,False,correctReject,,,,,2167
buy-under-0007,2,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,,2103
buy-under-0007,3,blocking_rating,recommend,2,False,평점 4 이상 아무거나,False,False,correctReject,,,,,37683
buy-under-0007,4,blocking_rating,recommend,2,False,평점 4 이상 아무거나,False,False,correctReject,,,,,2212
buy-under-0007,5,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,,1887
buy-under-0007,6,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,,3022
buy-under-0007,7,blocking_rating,recommend,2,True,평점 4 이상 아무거나,False,False,correctReject,,,,,2194
under-br-0001,0,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,,2208
under-br-0001,1,blocking_rating,recommend,2,False,별점이 4.5 이상인 상품,False,False,correctReject,,,,,2326
under-br-0001,2,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,,38017
under-br-0001,3,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,,2974
under-br-0001,4,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,,1929
under-br-0001,5,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,,1916
under-br-0001,6,blocking_rating,recommend,2,True,별점 4.5 이상인 거 아무거나 보여줘,False,False,correctReject,,,,,1905
under-br-0001,7,blocking_rating,recommend,2,False,별점 4.5 이상인 상품,False,False,correctReject,,,,,2087
under-br-0002,0,blocking_rating,recommend,2,False,평점이 높은 가전 상품,False,False,correctReject,,,,,2580
under-br-0002,1,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,,1740
under-br-0002,2,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,,1975
under-br-0002,3,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,,1796
under-br-0002,4,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,,2675
under-br-0002,5,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,,2088
under-br-0002,6,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,,1914
under-br-0002,7,blocking_rating,recommend,2,True,평점 4점대 이상으로만 보여줘,False,False,correctReject,,,,,37695
under-br-0003,0,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,,1689
under-br-0003,1,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,,1907
under-br-0003,2,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,,2441
under-br-0003,3,blocking_rating,recommend,2,False,리뷰 평점이 높은 상품,False,False,correctReject,,,,,2207
under-br-0003,4,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,,1874
under-br-0003,5,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,,2323
under-br-0003,6,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,,38880
under-br-0003,7,blocking_rating,recommend,2,True,리뷰 평점 4 넘는 것만 아무거나,False,False,correctReject,,,,,1856
under-br-0004,0,blocking_rating,recommend,2,True,평점 3.5 이상이면 뭐든 좋아,False,False,correctReject,,,,,1886
